id,created_at,full_name,age,nationality,social_status,no_of_children,has_second_home,timing_to_buy,primary_reason,property_type,unit_size,price_range,home_features,staff_accommodation,premium_features,exterior_colour,sport_amenities,additional_amenities,managed_rental,raw_answers,payment_plan,travel_to_destination,community_mobility
4c460bc7-0f38-4fc4-8ec3-48ab631d2bbf,2026-09-10 06:45:38.416164+00,,35–44,Egypt,Married,3,No,2026 – 2027,Investment,Townhouse,3BR,1.5M–3M SAR,"[""Balconies & Terraces"",""Sea Views""]",A maid's room,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Sand""]","[""Football"",""Water sports""]","[""Spa & Gym"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes""]",Yes,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Egypt"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Balconies & Terraces"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Yes"",""no_of_children"":""3"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Walking""]"
4cbedf1a-d46e-4643-8997-6363865d9bc1,2026-09-09 14:07:10.47117+00,,25–34,Saudi Arabia,Married,0,No,2028 – 2029,Both,Apartment,1BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""]",,"[""Installed Kitchen""]","[""Blue""]","[""Other: gym""]","[""Spa & Gym"",""Social Lounge""]",Yes,"{""age"":""25–34"",""unit_size"":""1BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Other: gym""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Social Lounge""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking""]"
4cd14f7b-26ab-4ccd-ba35-18b0d2a61d49,2026-09-09 14:11:26.427683+00,,25–34,Jordan,Married,1,No,2028 – 2029,Investment,Townhouse,3BR,1.5M–3M SAR,"[""Balconies & Terraces"",""Sea Views"",""Park Views""]",A maid's room,"[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""]","[""Sand"",""Blue""]","[""Padel"",""Football"",""Volleyball""]","[""Spa & Gym"",""Picnic Areas"",""Beach Club""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Jordan"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""Upfront cash in full"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Park Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand"",""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Volleyball""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Picnic Areas"",""Beach Club""],""travel_to_destination"":""Car""}",Upfront cash in full,Car,"[""Walking"",""Cycling""]"
4cdf6484-2a60-418f-99af-4b458dc440cf,2026-09-09 13:31:11.319883+00,,35–44,Saudi Arabia,Married,3,No,2026 – 2027,Family holidays,Beach Villa,3BR,1.5M–3M SAR,"[""Balconies & Terraces"",""Sea Views"",""Outdoor Space""]",A maid's room,"[""Private Pool"",""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""]","[""Sage""]","[""Water sports"",""Volleyball""]","[""Beach Club"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Spa & Gym""]",Yes,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Outdoor Space""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Yes"",""no_of_children"":""3"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Volleyball""],""premium_features"":[""Private Pool"",""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""],""community_mobility"":[""Private Buggy"",""Shared Buggy / Community Shuttle"",""Walking"",""Personal Car"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Beach Club"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Spa & Gym""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Private Buggy"",""Shared Buggy / Community Shuttle"",""Walking"",""Personal Car"",""Cycling""]"
4d6ac8fa-43ac-4797-8147-fc7553fe2577,2026-09-09 13:11:06.750034+00,,35–44,Lebanon,Single,0,No,2028 – 2029,Investment,Apartment,1BR,700k–1.5M SAR,"[""Sea Views""]",,"[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances"",""Private Pool""]","[""Sand"",""Other: Natural Stone""]","[""Padel"",""Tennis"",""Basketball""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""Lebanon"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand"",""Other: Natural Stone""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Tennis"",""Basketball""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances"",""Private Pool""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy""]"
4db61878-f1fc-4006-9a36-165cf2cb82de,2026-09-09 13:14:49.536135+00,,35–44,India,Married,3,No,2026 – 2027,Investment,Villa,3BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Outdoor Space""]",Not required,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Blue"",""Sage""]","[""Padel"",""Tennis""]","[""Children's Club"",""Spa & Gym"",""Picnic Areas"",""Restaurants""]",Depends on return,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Outdoor Space""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""3"",""primary_reason"":""Investment"",""exterior_colour"":[""Blue"",""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Tennis""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Children's Club"",""Spa & Gym"",""Picnic Areas"",""Restaurants""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
4dc52d2e-95b4-47c7-9cb4-051b87ea1dc7,2026-09-09 13:59:45.517979+00,,35–44,Pakistan,Married,4+,No,2026 – 2027,Investment,Apartment,2BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Park Views""]",,"[""Built-in Wardrobes"",""Installed Kitchen""]","[""Sand""]","[""Padel"",""Football""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club""]",Yes,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Pakistan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""1–2 years"",""home_features"":[""Balconies & Terraces"",""Park Views""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Yes"",""no_of_children"":""4+"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen""],""community_mobility"":[""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club""],""travel_to_destination"":""Car""}",1–2 years,Car,"[""Personal Car""]"
4dcb6222-cf90-4960-b54d-4782c9c381d2,2026-09-10 04:57:36.860922+00,,35–44,Jordan,Married,2,Family-owned,2028 – 2029,Both,Townhouse,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",A maid's room,"[""Private Pool""]","[""Other: mix of white, beige and wood-ish colors""]","[""Football"",""Other: pool""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Cafes"",""Restaurants"",""Picnic Areas""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Jordan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Other: mix of white, beige and wood-ish colors""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Football"",""Other: pool""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Cafes"",""Restaurants"",""Picnic Areas""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling"",""Shared Buggy / Community Shuttle""]"
4dfd78ac-df52-46d9-bb6f-ebdfe1a5b6a2,2026-09-10 12:42:59.28013+00,,45–54,India,Married,2,Family-owned,2030 onwards,Family holidays,No preference,2BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand""]","[""Other: Yoga, Zumba, Walkways""]","[""Ladies Facilities"",""Social Lounge"",""Retail"",""Cafes"",""Restaurants"",""Picnic Areas""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""2BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Balconies & Terraces""],""property_type"":""No preference"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Other: Yoga, Zumba, Walkways""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Ladies Facilities"",""Social Lounge"",""Retail"",""Cafes"",""Restaurants"",""Picnic Areas""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""]"
4e6d8e8a-08c5-4192-aab5-6ae06b0962d5,2026-09-09 13:11:33.757656+00,,25–34,Saudi Arabia,Single,0,No,2028 – 2029,Both,Townhouse,3BR,1.5M–3M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",Not required,"[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""]","[""Sand""]","[""Water sports"",""Tennis"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Ladies Facilities""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Tennis"",""Padel""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Ladies Facilities""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy""]"
4e7f3b8b-cf8d-4918-8cdf-c6502703fbaf,2026-09-09 13:58:02.321627+00,,45–54,Egypt,Married,2,Self-owned,2028 – 2029,Both,Apartment,2BR,700k–1.5M SAR,"[""Sea Views"",""Privacy""]",,"[""Installed Kitchen"",""Private Pool""]","[""Sand"",""Blue""]","[""Other: Walking track""]","[""Social Lounge"",""Beach Club"",""Ladies Facilities"",""Restaurants""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""2BR"",""nationality"":""Egypt"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""1–2 years"",""home_features"":[""Sea Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Blue""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Other: Walking track""],""premium_features"":[""Installed Kitchen"",""Private Pool""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Social Lounge"",""Beach Club"",""Ladies Facilities"",""Restaurants""],""travel_to_destination"":""Car""}",1–2 years,Car,"[""Private Buggy""]"
4f89f041-7f8d-49d6-b4f5-5f943e379e14,2026-09-09 21:03:24.199352+00,,35–44,Saudi Arabia,Married,0,Self-owned,2028 – 2029,Both,Beach Villa,3BR,3M–6M SAR,"[""Sea Views"",""Privacy"",""Balconies & Terraces""]",Not required,"[""Installed Kitchen""]","[""Sand""]","[""Other: Swimming""]","[""Spa & Gym"",""Social Lounge"",""Cafes"",""Ladies Facilities"",""Retail""]",No,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""3M–6M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views"",""Privacy"",""Balconies & Terraces""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""No"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Other: Swimming""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Private Buggy"",""Cycling"",""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Cafes"",""Ladies Facilities"",""Retail""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Private Buggy"",""Cycling"",""Walking""]"
4fac8b77-54f4-4b2f-9c13-73bc32935cf8,2026-09-09 13:11:03.517577+00,,35–44,Saudi Arabia,Single,0,No,2028 – 2029,Both,Apartment,4BR,700k–1.5M SAR,"[""Sea Views"",""Privacy"",""Other: Swimming pool""]",,"[""Private Pool"",""Installed Kitchen""]","[""Sand""]","[""Other: Swimming Pool""]","[""Spa & Gym"",""Picnic Areas"",""Cafes"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Social Lounge"",""Beach Club"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Privacy"",""Other: Swimming pool""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Other: Swimming Pool""],""premium_features"":[""Private Pool"",""Installed Kitchen""],""community_mobility"":[""Shared Buggy / Community Shuttle"",""Private Buggy"",""Cycling"",""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Picnic Areas"",""Cafes"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Social Lounge"",""Beach Club"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Shared Buggy / Community Shuttle"",""Private Buggy"",""Cycling"",""Walking""]"
4fbef913-4e74-4ba5-a36b-867e1757ffcd,2026-09-09 13:10:31.204773+00,,35–44,Egypt,Married,2,Family-owned,2026 – 2027,Both,Beach Villa,4BR,1.5M–3M SAR,"[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""]",Both,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Blue"",""Sage""]","[""Tennis"",""Padel"",""Football""]","[""Spa & Gym"",""Restaurants"",""Cafes"",""Retail"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""4BR"",""nationality"":""Egypt"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Blue"",""Sage""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Tennis"",""Padel"",""Football""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling"",""Private Buggy""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Restaurants"",""Cafes"",""Retail"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling"",""Private Buggy""]"
50097bfd-deea-4eba-90dd-73897679303f,2026-09-10 07:40:02.148365+00,,35–44,Saudi Arabia,Married,3,No,2030 onwards,Both,Beach Villa,4BR,700k–1.5M SAR,"[""Sea Views"",""Privacy"",""Park Views""]",Not required,"[""Kitchen Appliances"",""Installed Kitchen"",""Built-in Wardrobes""]","[""Other: LN-WHITE"",""Sage"",""Rose""]","[""Volleyball""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Picnic Areas"",""Beach Club""]",Yes,"{""age"":""35–44"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Privacy"",""Park Views""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Yes"",""no_of_children"":""3"",""primary_reason"":""Both"",""exterior_colour"":[""Other: LN-WHITE"",""Sage"",""Rose""],""has_second_home"":""No"",""sport_amenities"":[""Volleyball""],""premium_features"":[""Kitchen Appliances"",""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Private Buggy"",""Personal Car"",""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Picnic Areas"",""Beach Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Private Buggy"",""Personal Car"",""Cycling""]"
