id,created_at,full_name,age,nationality,social_status,no_of_children,has_second_home,timing_to_buy,primary_reason,property_type,unit_size,price_range,home_features,staff_accommodation,premium_features,exterior_colour,sport_amenities,additional_amenities,managed_rental,raw_answers,payment_plan,travel_to_destination,community_mobility
42b8d9e8-dfe8-4c96-a1ab-bacb98b7a1e9,2026-09-10 06:26:03.930804+00,,35–44,South Africa,Married,2,Self-owned,2028 – 2029,Family holidays,Apartment,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Privacy"",""Balconies & Terraces""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand""]","[""Football"",""Tennis"",""Water sports""]","[""Picnic Areas"",""Social Lounge"",""Retail"",""Restaurants""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""South Africa"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""1–2 years"",""home_features"":[""Outdoor Space"",""Privacy"",""Balconies & Terraces""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Football"",""Tennis"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Shared Buggy / Community Shuttle"",""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Picnic Areas"",""Social Lounge"",""Retail"",""Restaurants""],""travel_to_destination"":""Air""}",1–2 years,Air,"[""Walking"",""Shared Buggy / Community Shuttle"",""Personal Car""]"
43d11194-5585-4d97-ba27-ea51adde638e,2026-09-10 06:42:28.976917+00,,35–44,Jordan,Single,1,No,2028 – 2029,Investment,Townhouse,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Park Views""]",A maid's room,"[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""]","[""Sage"",""Blue""]","[""Basketball"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Cafes""]",Depends on return,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Jordan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Park Views""],""property_type"":""Townhouse"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""1"",""primary_reason"":""Investment"",""exterior_colour"":[""Sage"",""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Basketball"",""Padel""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
4419382f-e5c6-4f39-9ebd-acaa2aad00a7,2026-09-09 13:17:22.224562+00,,35–44,Saudi Arabia,Married,3,Self-owned,2030 onwards,Both,Beach Villa,3BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Privacy""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand"",""Blue""]","[""Water sports"",""Volleyball"",""Football""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Ladies Facilities"",""Beach Club"",""Restaurants""]",Depends on return,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Privacy""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""3"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Blue""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Water sports"",""Volleyball"",""Football""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Ladies Facilities"",""Beach Club"",""Restaurants""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
44c353f1-a79b-4835-8b5f-3bcf4998916a,2026-09-09 13:45:31.347459+00,,45–54,India,Married,3,No,2030 onwards,Both,Villa,4BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",Not required,"[""Private Pool""]","[""Sage"",""Sand"",""Blue""]","[""Football"",""Water sports"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""4BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""3"",""primary_reason"":""Both"",""exterior_colour"":[""Sage"",""Sand"",""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Water sports"",""Padel""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking"",""Personal Car"",""Shared Buggy / Community Shuttle"",""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Walking"",""Personal Car"",""Shared Buggy / Community Shuttle"",""Cycling""]"
45aba38f-1df9-48ee-9984-22797ffd9e2f,2026-09-10 08:58:41.219571+00,,35–44,Philippines,Married,1,Self-owned,2028 – 2029,Investment,Apartment,1BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Park Views"",""Privacy""]",,"[""Built-in Wardrobes""]","[""Rose""]","[""Padel""]","[""Spa & Gym"",""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""]",Yes,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""Philippines"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Park Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Investment"",""exterior_colour"":[""Rose""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel""],""premium_features"":[""Built-in Wardrobes""],""community_mobility"":[""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
46010a1b-1b1c-4f18-a239-0e540edb80a6,2026-09-10 06:50:25.950429+00,,35–44,Greece,Married,1,Family-owned,2028 – 2029,Both,Townhouse,2BR,700k–1.5M SAR,"[""Privacy"",""Outdoor Space"",""Balconies & Terraces""]",A maid's room,"[""Built-in Wardrobes""]","[""Other: white""]","[""Other: cycling""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Children's Club""]",Depends on return,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Greece"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Privacy"",""Outdoor Space"",""Balconies & Terraces""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Other: white""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Other: cycling""],""premium_features"":[""Built-in Wardrobes""],""community_mobility"":[""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Children's Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
46123449-3279-4c1e-af13-872595e74c0b,2026-09-10 05:58:00.3816+00,,35–44,United Kingdom,Married,1,No,2030 onwards,Both,Townhouse,3BR,1.5M–3M SAR,"[""Sea Views"",""Outdoor Space"",""Privacy""]",Not required,"[""Private Pool""]","[""Sand""]","[""Padel"",""Football"",""Water sports""]","[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Cafes"",""Restaurants"",""Retail"",""Picnic Areas"",""Children's Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""United Kingdom"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Privacy""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking"",""Shared Buggy / Community Shuttle"",""Private Buggy""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Cafes"",""Restaurants"",""Retail"",""Picnic Areas"",""Children's Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Shared Buggy / Community Shuttle"",""Private Buggy""]"
464d8359-2bf6-47ba-b610-0c80fea9a50e,2026-09-13 06:36:54.871502+00,,35–44,Philippines,Married,1,Family-owned,2028 – 2029,Both,Apartment,1BR,700k–1.5M SAR,"[""Balconies & Terraces""]",,"[""Private Pool""]","[""Sand""]","[""Tennis"",""Basketball"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Retail"",""Restaurants"",""Cafes"",""Picnic Areas"",""Beach Club""]",Yes,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""Philippines"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Balconies & Terraces""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Tennis"",""Basketball"",""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking"",""Cycling"",""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Retail"",""Restaurants"",""Cafes"",""Picnic Areas"",""Beach Club""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Walking"",""Cycling"",""Private Buggy""]"
471b3fd3-7ee3-42e8-a1a6-d5d1cb4d87b3,2026-09-10 10:17:10.287098+00,,55–64,United Kingdom,Married,3,No,2030 onwards,Family holidays,Apartment,Studio,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Privacy""]",,"[""Private Pool""]","[""Sand""]","[""Padel""]","[""Spa & Gym"",""Restaurants"",""Retail"",""Cafes""]",No,"{""age"":""55–64"",""unit_size"":""Studio"",""nationality"":""United Kingdom"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""No"",""no_of_children"":""3"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Restaurants"",""Retail"",""Cafes""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking""]"
48442654-935e-48fe-874f-08511c5afb36,2026-09-09 13:37:07.612157+00,,25–34,Spain,Single,0,No,2030 onwards,Investment,Beach Villa,2BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""]",Not required,"[""Private Pool""]","[""Blue"",""Sand""]","[""Padel"",""Football"",""Water sports""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Social Lounge""]",No,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Spain"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""],""property_type"":""Beach Villa"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""No"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Blue"",""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Social Lounge""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking""]"
48c9ab5c-7670-494d-9b83-0da5351457a6,2026-09-09 14:50:30.350097+00,,35–44,South Africa,Married,1,No,2026 – 2027,Both,Townhouse,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",A maid's room,"[""Kitchen Appliances""]","[""Sage""]","[""Padel"",""Tennis"",""Football""]","[""Spa & Gym"",""Beach Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""]",Yes,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""South Africa"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Tennis"",""Football""],""premium_features"":[""Kitchen Appliances""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
49e567d6-8c66-4273-8ef2-06c7f50f825b,2026-09-09 13:32:09.301125+00,,35–44,Pakistan,Married,1,No,2028 – 2029,Investment,Townhouse,2BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Park Views"",""Sea Views""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand""]","[""Water sports"",""Tennis""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Picnic Areas"",""Social Lounge"",""Beach Club"",""Retail"",""Cafes""]",Depends on return,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Pakistan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Park Views"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""1"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Tennis""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Picnic Areas"",""Social Lounge"",""Beach Club"",""Retail"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Cycling""]"
49f4fc89-6434-4bad-9985-581b746c8307,2026-09-09 13:30:50.802836+00,,25–34,United Kingdom,Single,0,Self-owned,2028 – 2029,Investment,Villa,4BR,3M–6M SAR,"[""Sea Views""]",A maid's room,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Blue""]","[""Tennis"",""Padel"",""Water sports""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Ladies Facilities""]",No,"{""age"":""25–34"",""unit_size"":""4BR"",""nationality"":""United Kingdom"",""price_range"":""3M–6M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views""],""property_type"":""Villa"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""No"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Blue""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Tennis"",""Padel"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Ladies Facilities""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking""]"
49f734ef-bf19-47aa-b338-ca7eca972acf,2026-09-11 07:30:14.105216+00,,55–64,Australia,Married,2,Self-owned,2028 – 2029,Investment,Townhouse,3BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Outdoor Space"",""Park Views""]",A maid's room,"[""Private Pool""]","[""Sand""]","[""Tennis"",""Other: jogging track""]","[""Spa & Gym"",""Cafes"",""Ladies Facilities"",""Restaurants"",""Retail""]",Depends on return,"{""age"":""55–64"",""unit_size"":""3BR"",""nationality"":""Australia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Balconies & Terraces"",""Outdoor Space"",""Park Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Tennis"",""Other: jogging track""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling"",""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Cafes"",""Ladies Facilities"",""Restaurants"",""Retail""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Cycling"",""Walking""]"
4a06ae86-733d-4de5-84bc-74341258270a,2026-09-10 05:33:20.572917+00,,25–34,Saudi Arabia,Married,2,No,2026 – 2027,Both,Apartment,4BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Sea Views"",""Privacy""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand""]","[""Tennis"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Beach Club"",""Picnic Areas"",""Retail"",""Social Lounge""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Tennis"",""Padel""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Private Buggy"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Beach Club"",""Picnic Areas"",""Retail"",""Social Lounge""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Private Buggy"",""Cycling"",""Shared Buggy / Community Shuttle""]"
4aca9598-3345-43aa-b069-8a88734bc1c7,2026-09-09 13:20:18.266496+00,,45–54,United States,Married,3,No,2028 – 2029,Both,Townhouse,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand""]","[""Volleyball"",""Tennis""]","[""Spa & Gym"",""Beach Club"",""Social Lounge"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Children's Club""]",No,"{""age"":""45–54"",""unit_size"":""2BR"",""nationality"":""United States"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""No"",""no_of_children"":""3"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Volleyball"",""Tennis""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Private Buggy"",""Shared Buggy / Community Shuttle"",""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Social Lounge"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Children's Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Private Buggy"",""Shared Buggy / Community Shuttle"",""Cycling""]"
4af0b32d-69da-4d0e-9ac7-2093e23e76c5,2026-09-09 13:49:29.373268+00,,25–34,Saudi Arabia,Single,0,Self-owned,2028 – 2029,Family holidays,No preference,1BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Sea Views""]",Not required,"[""Installed Kitchen""]","[""Sage""]","[""Padel"",""Water sports""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""1BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Sea Views""],""property_type"":""No preference"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sage""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Water sports""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Shared Buggy / Community Shuttle""]"
4b62cece-e439-4da7-a15f-ef054d09eb57,2026-09-09 14:13:58.535337+00,,25–34,Pakistan,Married,1,Family-owned,2028 – 2029,Both,Villa,3BR,700k–1.5M SAR,"[""Park Views""]",Both,"[""Private Pool""]","[""Sage""]","[""Football"",""Water sports"",""Basketball""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Beach Club""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Pakistan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Park Views""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Football"",""Water sports"",""Basketball""],""premium_features"":[""Private Pool""],""community_mobility"":[""Personal Car""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Beach Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Personal Car""]"
4b685ba9-d050-476f-ac5b-de555a93f108,2026-09-09 13:14:44.91581+00,,35–44,India,Married,2,No,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Balconies & Terraces""]",,"[""Built-in Wardrobes"",""Installed Kitchen""]","[""Blue""]","[""Other: cricket""]","[""Restaurants"",""Cafes"",""Children's Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Other: cricket""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Restaurants"",""Cafes"",""Children's Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
4b86204f-6b92-4dfb-ae84-3f8a7aa01e98,2026-09-09 14:05:11.117892+00,,45–54,Egypt,Married,2,Self-owned,2026 – 2027,Both,Apartment,3BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Sea Views"",""Privacy""]",,"[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""]","[""Blue"",""Sand""]","[""Water sports"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""45–54"",""unit_size"":""3BR"",""nationality"":""Egypt"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Blue"",""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Water sports"",""Padel""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""],""community_mobility"":[""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Shared Buggy / Community Shuttle""]"
